property_id,source_url,discovered_on_page,price_matches_discovery,title,address,description,price,price_listed,area,area_unit,area_marla,area_source,bedrooms,bathrooms,locality,latitude,longitude,latitude_clean,longitude_clean,coord_in_lahore,coord_source,loc_society,loc_phase,loc_phase_num,loc_sector,loc_block,loc_sub,loc_path,views,image_count,is_featured,has_video,created_at,clean_flags,exclusion_reason,excluded,fp_group_id,n_listings,fp_price_median,fp_price_spread,collapsed
9000122,https://example.invalid/synthetic/9000122,3,True,"5.2 Marla House for Sale in Woods block, Paragon City, Lahore","Woods block, Paragon City, Lahore, Punjab, Pakistan",,28000000.0,28000000.0,5.2,marla,5.2,payload,3,4,Paragon City,31.351799,74.579727,31.351799,74.579727,True,source,Paragon City,,,,Woods block,,Paragon City > Woods block,11,21,False,False,2024-06-21 07:39:19+00:00,synthetic,,False,122,1,28000000.0,0.0,False
9000123,https://example.invalid/synthetic/9000123,3,True,"2.4 Marla House for Sale in Saroba Garden, Lahore","Saroba Garden, Lahore, Punjab, Pakistan",,6800000.0,6800000.0,2.4,marla,2.4,payload,2,2,Saroba Garden,31.45835,74.006195,31.45835,74.006195,True,source,Saroba Garden,,,,,,Saroba Garden,31,5,False,False,2023-12-18 02:50:19+00:00,synthetic,,False,123,1,6800000.0,0.0,False
9000124,https://example.invalid/synthetic/9000124,3,True,"10.1 Marla House for Sale in Block C, Faisal Town, Lahore","Block C, Faisal Town, Lahore, Punjab, Pakistan",,46900000.0,46900000.0,10.1,marla,10.1,payload,4,5,Faisal Town,31.550473,74.050571,31.550473,74.050571,True,source,Faisal Town,,,,Block C,,Faisal Town > Block C,57,23,False,False,2023-10-04 17:42:26+00:00,synthetic,,False,124,1,46900000.0,0.0,False
9000125,https://example.invalid/synthetic/9000125,3,True,"1.9 Marla House for Sale in Fateh Garh, Lahore","Fateh Garh, Lahore, Punjab, Pakistan",,8400000.0,8400000.0,1.9,marla,1.9,payload,3,3,Fateh Garh,31.175586,74.178745,31.175586,74.178745,True,source,Fateh Garh,,,,,,Fateh Garh,22,0,False,False,2024-03-18 05:59:54+00:00,synthetic,,False,125,1,8400000.0,0.0,False
9000126,https://example.invalid/synthetic/9000126,3,True,"27.8 Marla House for Sale in Block J, Model Town, Lahore","Block J, Model Town, Lahore, Punjab, Pakistan",,128700000.0,128700000.0,27.8,marla,27.8,payload,6,6,Model Town,31.202867,74.366665,31.202867,74.366665,True,source,Model Town,,,,Block J,,Model Town > Block J,2,18,False,False,2024-01-03 01:44:21+00:00,synthetic,,False,126,1,128700000.0,0.0,False
9000127,https://example.invalid/synthetic/9000127,3,True,"10.1 Marla House for Sale in Phase 6, DHA, Lahore","Phase 6, DHA, Lahore, Punjab, Pakistan",,43600000.0,43600000.0,10.1,marla,10.1,payload,4,5,DHA,31.79013,74.570391,31.79013,74.570391,True,source,DHA,Phase 6,6,,,,DHA > Phase 6,3,16,False,False,2023-10-08 22:58:29+00:00,synthetic,,False,127,1,43600000.0,0.0,False
9000128,https://example.invalid/synthetic/9000128,3,True,"4.3 Marla House for Sale in Zaheer Villas, Lahore","Zaheer Villas, Lahore, Punjab, Pakistan",,22600000.0,22600000.0,4.3,marla,4.3,payload,3,4,Zaheer Villas,31.596075,74.463796,31.596075,74.463796,True,source,Zaheer Villas,,,,,,Zaheer Villas,5,21,False,False,2024-08-07 12:30:19+00:00,synthetic,,False,128,1,22600000.0,0.0,False
9000129,https://example.invalid/synthetic/9000129,3,True,"3 Marla House for Sale in Gajju Matah, Lahore","Gajju Matah, Lahore, Punjab, Pakistan",,8900000.0,8900000.0,3.0,marla,3.0,payload,3,4,Gajju Matah,31.522563,74.029164,31.522563,74.029164,True,source,Gajju Matah,,,,,,Gajju Matah,29,22,False,False,2024-01-04 21:51:02+00:00,synthetic,,False,129,1,8900000.0,0.0,False
9000130,https://example.invalid/synthetic/9000130,3,True,"10.8 Marla House for Sale in Johar Block, Bahria Town, Lahore","Johar Block, Bahria Town, Lahore, Punjab, Pakistan",,41400000.0,41400000.0,10.8,marla,10.8,payload,5,6,Bahria Town,31.187192,74.332078,31.187192,74.332078,True,source,Bahria Town,,,Sector E,Johar Block,,Bahria Town > Johar Block,12,13,False,False,2023-12-08 21:22:24+00:00,synthetic,,False,130,1,41400000.0,0.0,False
9000131,https://example.invalid/synthetic/9000131,3,True,"19.8 Marla House for Sale in Block H, Phase 5, DHA, Lahore","Block H, Phase 5, DHA, Lahore, Punjab, Pakistan",,108100000.0,108100000.0,19.8,marla,19.8,payload,5,6,DHA,31.57084,74.218657,31.57084,74.218657,True,source,DHA,Phase 5,5,,Block H,,DHA > Phase 5 > Block H,51,11,False,False,2024-01-01 05:07:27+00:00,synthetic,,False,131,1,108100000.0,0.0,False
9000132,https://example.invalid/synthetic/9000132,3,True,"3.2 Marla House for Sale in Al-Hamd Park, Lahore","Al-Hamd Park, Lahore, Punjab, Pakistan",,11900000.0,11900000.0,3.2,marla,3.2,payload,5,5,Al-Hamd Park,31.665584,74.145978,31.665584,74.145978,True,source,Al-Hamd Park,,,,,,Al-Hamd Park,53,18,False,False,2024-07-27 10:40:56+00:00,synthetic,,False,132,1,11900000.0,0.0,False
9000133,https://example.invalid/synthetic/9000133,3,True,"2 Marla House for Sale in Ferozepur Road, Lahore","Ferozepur Road, Lahore, Punjab, Pakistan",,6200000.0,6200000.0,2.0,marla,2.0,payload,3,3,Ferozepur Road,31.750371,74.688948,31.750371,74.688948,True,source,Ferozepur Road,,,,,,Ferozepur Road,26,1,False,False,2024-09-04 19:44:49+00:00,synthetic,,False,133,1,6200000.0,0.0,False
9000134,https://example.invalid/synthetic/9000134,3,True,"3.2 Marla House for Sale in Bata Pur, Lahore","Bata Pur, Lahore, Punjab, Pakistan",,8200000.0,8200000.0,3.2,marla,3.2,payload,2,2,Bata Pur,31.523836,74.057544,31.523836,74.057544,True,source,Bata Pur,,,,,,Bata Pur,48,16,False,False,2024-04-15 16:53:11+00:00,synthetic,,False,134,1,8200000.0,0.0,False
9000135,https://example.invalid/synthetic/9000135,3,True,"10.2 Marla House for Sale in Block C, Faisal Town, Lahore","Block C, Faisal Town, Lahore, Punjab, Pakistan",,50500000.0,50500000.0,10.2,marla,10.2,payload,7,6,Faisal Town,31.616271,74.374711,31.616271,74.374711,True,source,Faisal Town,,,,Block C,,Faisal Town > Block C,24,11,False,False,2024-08-08 21:50:51+00:00,synthetic,,False,135,1,50500000.0,0.0,False
9000136,https://example.invalid/synthetic/9000136,3,True,"21.2 Marla House for Sale in Model Town, Lahore","Model Town, Lahore, Punjab, Pakistan",,66300000.0,66300000.0,21.2,marla,21.2,payload,7,6,Model Town,31.532835,74.613039,31.532835,74.613039,True,source,Model Town,,,,,,Model Town,25,28,False,False,2023-10-14 15:45:23+00:00,synthetic,,False,136,1,66300000.0,0.0,False
9000137,https://example.invalid/synthetic/9000137,3,True,"10.1 Marla House for Sale in PCSIR Staff Colony, Lahore","PCSIR Staff Colony, Lahore, Punjab, Pakistan",,28900000.0,28900000.0,10.1,marla,10.1,payload,5,6,PCSIR Staff Colony,31.722996,74.168956,31.722996,74.168956,True,source,PCSIR Staff Colony,,,,,,PCSIR Staff Colony,38,7,False,False,2024-06-25 06:39:07+00:00,synthetic,,False,137,1,28900000.0,0.0,False
9000138,https://example.invalid/synthetic/9000138,3,True,"5.2 Marla House for Sale in Shaheen Block, Bahria Town, Lahore","Shaheen Block, Bahria Town, Lahore, Punjab, Pakistan",,19300000.0,19300000.0,5.2,marla,5.2,payload,3,3,Bahria Town,31.483958,74.070812,31.483958,74.070812,True,source,Bahria Town,,,Sector B,Shaheen Block,,Bahria Town > Shaheen Block,40,9,False,False,2023-09-23 10:39:56+00:00,synthetic,,False,138,1,19300000.0,0.0,False
9000139,https://example.invalid/synthetic/9000139,3,True,"10.6 Marla House for Sale in Phase 8 - Air Avenue, DHA, Lahore","Phase 8 - Air Avenue, DHA, Lahore, Punjab, Pakistan",,48600000.0,48600000.0,10.6,marla,10.6,payload,5,6,DHA,31.179975,73.972096,31.179975,73.972096,True,source,DHA,Phase 8 - Air Avenue,8,,,,DHA > Phase 8 - Air Avenue,24,22,False,False,2024-04-29 03:41:17+00:00,synthetic,,False,139,1,48600000.0,0.0,False
9000140,https://example.invalid/synthetic/9000140,3,True,"87.9 Marla House for Sale in Gulberg-2, Lahore","Gulberg-2, Lahore, Punjab, Pakistan",,522500000.0,522500000.0,87.9,marla,87.9,payload,5,6,Gulberg-2,31.476971,74.31518,31.476971,74.31518,True,source,Gulberg-2,,,,,,Gulberg-2,21,7,False,False,2024-02-20 18:45:44+00:00,synthetic,,False,140,1,522500000.0,0.0,False
9000141,https://example.invalid/synthetic/9000141,3,True,"5.1 Marla House for Sale in Hussain Block, Bismillah Housing Scheme, Lahore","Hussain Block, Bismillah Housing Scheme, Lahore, Punjab, Pakistan",,27900000.0,27900000.0,5.1,marla,5.1,payload,4,5,Bismillah Housing Scheme,31.156531,74.087118,31.156531,74.087118,True,source,Bismillah Housing Scheme,,,,Hussain Block,,Bismillah Housing Scheme > Hussain Block,55,7,False,False,2024-07-07 09:46:09+00:00,synthetic,,False,141,1,27900000.0,0.0,False
9000142,https://example.invalid/synthetic/9000142,3,True,"37 Marla House for Sale in Upper Mall, Lahore","Upper Mall, Lahore, Punjab, Pakistan",,126700000.0,126700000.0,37.0,marla,37.0,payload,7,6,Upper Mall,31.180349,74.309088,31.180349,74.309088,True,source,Upper Mall,,,,,,Upper Mall,56,14,False,False,2024-08-01 22:41:51+00:00,synthetic,,False,142,1,126700000.0,0.0,False
9000143,https://example.invalid/synthetic/9000143,3,True,"5.3 Marla House for Sale in Block C, Tariq Gardens, Lahore","Block C, Tariq Gardens, Lahore, Punjab, Pakistan",,23100000.0,23100000.0,5.3,marla,5.3,payload,3,4,Tariq Gardens,31.577557,74.424603,31.577557,74.424603,True,source,Tariq Gardens,,,,Block C,,Tariq Gardens > Block C,30,0,False,False,2023-11-09 13:33:09+00:00,synthetic,,False,143,1,23100000.0,0.0,False
9000144,https://example.invalid/synthetic/9000144,3,True,"3.3 Marla House for Sale in Palm City, Lahore","Palm City, Lahore, Punjab, Pakistan",,15000000.0,15000000.0,3.3,marla,3.3,payload,4,4,Palm City,31.152012,74.090097,31.152012,74.090097,True,source,Palm City,,,,,,Palm City,58,27,False,False,2024-09-05 01:33:59+00:00,synthetic,,False,144,1,15000000.0,0.0,False
9000145,https://example.invalid/synthetic/9000145,3,True,"8.5 Marla House for Sale in Eden Avenue Extension, Lahore","Eden Avenue Extension, Lahore, Punjab, Pakistan",,41400000.0,41400000.0,8.5,marla,8.5,payload,4,4,Eden Avenue Extension,31.181658,74.2389,31.181658,74.2389,True,source,Eden Avenue Extension,,,,,,Eden Avenue Extension,32,18,False,False,2024-01-25 20:23:56+00:00,synthetic,,False,145,1,41400000.0,0.0,False
9000146,https://example.invalid/synthetic/9000146,3,True,"4.7 Marla House for Sale in Allama Iqbal Town, Lahore","Allama Iqbal Town, Lahore, Punjab, Pakistan",,17200000.0,17200000.0,4.7,marla,4.7,payload,4,4,Allama Iqbal Town,31.473189,73.979023,31.473189,73.979023,True,source,Allama Iqbal Town,,,,,,Allama Iqbal Town,5,24,False,False,2023-11-10 15:02:29+00:00,synthetic,,False,146,1,17200000.0,0.0,False
9000147,https://example.invalid/synthetic/9000147,3,True,"4.7 Marla House for Sale in Phase 2, Johar Town, Lahore","Phase 2, Johar Town, Lahore, Punjab, Pakistan",,25800000.0,25800000.0,4.7,marla,4.7,payload,4,5,Johar Town,31.384629,74.338533,31.384629,74.338533,True,source,Johar Town,Phase 2,2,,,,Johar Town > Phase 2,11,10,False,False,2024-06-07 23:52:04+00:00,synthetic,,False,147,1,25800000.0,0.0,False
9000148,https://example.invalid/synthetic/9000148,3,True,"4.9 Marla House for Sale in Johar Town, Lahore","Johar Town, Lahore, Punjab, Pakistan",,24100000.0,24100000.0,4.9,marla,4.9,payload,5,5,Johar Town,31.459231,74.099587,31.459231,74.099587,True,source,Johar Town,,,,,,Johar Town,7,5,False,False,2024-03-19 17:57:24+00:00,synthetic,,False,148,1,24100000.0,0.0,False
9000149,https://example.invalid/synthetic/9000149,3,True,"9.9 Marla House for Sale in Phase 1, Judicial Colony, Lahore","Phase 1, Judicial Colony, Lahore, Punjab, Pakistan",,31200000.0,31200000.0,9.9,marla,9.9,payload,3,3,Judicial Colony,31.163449,74.00149,31.163449,74.00149,True,source,Judicial Colony,Phase 1,1,,,,Judicial Colony > Phase 1,40,28,False,False,2024-07-15 07:25:53+00:00,synthetic,,False,149,1,31200000.0,0.0,False
9000150,https://example.invalid/synthetic/9000150,4,True,"5.3 Marla House for Sale in Phase 2, Johar Town, Lahore","Phase 2, Johar Town, Lahore, Punjab, Pakistan",,22000000.0,22000000.0,5.3,marla,5.3,payload,3,4,Johar Town,31.511761,74.369614,31.511761,74.369614,True,source,Johar Town,Phase 2,2,,,,Johar Town > Phase 2,41,18,False,False,2024-04-26 06:11:06+00:00,synthetic,,False,150,1,22000000.0,0.0,False
9000151,https://example.invalid/synthetic/9000151,4,True,"20.3 Marla House for Sale in Phase 7, DHA, Lahore","Phase 7, DHA, Lahore, Punjab, Pakistan",,130700000.0,130700000.0,20.3,marla,20.3,payload,5,6,DHA,31.380214,74.126162,31.380214,74.126162,True,source,DHA,Phase 7,7,,,,DHA > Phase 7,37,3,False,False,2024-03-26 00:29:47+00:00,synthetic,,False,151,1,130700000.0,0.0,False
9000152,https://example.invalid/synthetic/9000152,4,True,"10.7 Marla House for Sale in Allama Iqbal Town, Lahore","Allama Iqbal Town, Lahore, Punjab, Pakistan",,38600000.0,38600000.0,10.7,marla,10.7,payload,9,6,Allama Iqbal Town,31.447273,74.107502,31.447273,74.107502,True,source,Allama Iqbal Town,,,,,,Allama Iqbal Town,42,0,False,False,2023-12-27 20:18:51+00:00,synthetic,,False,152,1,38600000.0,0.0,False
9000153,https://example.invalid/synthetic/9000153,4,True,"10.7 Marla House for Sale in Phase 2, DHA, Lahore","Phase 2, DHA, Lahore, Punjab, Pakistan",,56400000.0,56400000.0,10.7,marla,10.7,payload,4,5,DHA,31.347249,74.010959,31.347249,74.010959,True,source,DHA,Phase 2,2,,,,DHA > Phase 2,33,7,False,False,2023-12-24 02:16:42+00:00,synthetic,,False,153,1,56400000.0,0.0,False
9000154,https://example.invalid/synthetic/9000154,4,True,"4.3 Marla House for Sale in Block A, Bismillah Housing Scheme, Lahore","Block A, Bismillah Housing Scheme, Lahore, Punjab, Pakistan",,17400000.0,17400000.0,4.3,marla,4.3,payload,3,4,Bismillah Housing Scheme,31.676709,74.063807,31.676709,74.063807,True,source,Bismillah Housing Scheme,,,,Block A,,Bismillah Housing Scheme > Block A,15,4,False,False,2024-06-19 20:00:23+00:00,synthetic,,False,154,1,17400000.0,0.0,False
9000155,https://example.invalid/synthetic/9000155,4,True,"5.4 Marla House for Sale in Block E, Divine Gardens, Lahore","Block E, Divine Gardens, Lahore, Punjab, Pakistan",,15600000.0,15600000.0,5.4,marla,5.4,payload,3,4,Divine Gardens,31.795199,74.315292,31.795199,74.315292,True,source,Divine Gardens,,,,Block E,,Divine Gardens > Block E,0,0,False,False,2024-05-21 06:14:22+00:00,synthetic,,False,155,1,15600000.0,0.0,False
9000156,https://example.invalid/synthetic/9000156,4,True,"21 Marla House for Sale in Block T, Phase 8, DHA, Lahore","Block T, Phase 8, DHA, Lahore, Punjab, Pakistan",,210100000.0,210100000.0,21.0,marla,21.0,payload,6,6,DHA,31.539464,74.622469,31.539464,74.622469,True,source,DHA,Phase 8,8,,Block T,,DHA > Phase 8 > Block T,22,16,False,False,2023-11-26 10:57:49+00:00,synthetic,,False,156,1,210100000.0,0.0,False
9000157,https://example.invalid/synthetic/9000157,4,True,"12.8 Marla House for Sale in Canal Garden, Lahore","Canal Garden, Lahore, Punjab, Pakistan",,56600000.0,56600000.0,12.8,marla,12.8,payload,6,6,Canal Garden,31.178244,74.456218,31.178244,74.456218,True,source,Canal Garden,,,,,,Canal Garden,20,18,False,False,2024-03-15 23:42:22+00:00,synthetic,,False,157,1,56600000.0,0.0,False
9000158,https://example.invalid/synthetic/9000158,4,True,"1.1 Marla House for Sale in Tajpura, Lahore","Tajpura, Lahore, Punjab, Pakistan",,3300000.0,3300000.0,1.1,marla,1.1,payload,1,1,Tajpura,31.476589,74.62412,31.476589,74.62412,True,source,Tajpura,,,,,,Tajpura,1,11,False,False,2024-04-26 05:49:07+00:00,synthetic,,False,158,1,3300000.0,0.0,False
9000159,https://example.invalid/synthetic/9000159,4,True,"5.3 Marla House for Sale in Allama Iqbal Town, Lahore","Allama Iqbal Town, Lahore, Punjab, Pakistan",,30600000.0,30600000.0,5.3,marla,5.3,payload,3,4,Allama Iqbal Town,31.743523,74.327903,31.743523,74.327903,True,source,Allama Iqbal Town,,,,,,Allama Iqbal Town,11,19,False,False,2024-04-27 21:45:03+00:00,synthetic,,False,159,1,30600000.0,0.0,False
9000160,https://example.invalid/synthetic/9000160,4,True,"1.9 Marla House for Sale in Mughalpura, Lahore","Mughalpura, Lahore, Punjab, Pakistan",,6400000.0,6400000.0,1.9,marla,1.9,payload,3,2,Mughalpura,31.567411,74.700625,31.567411,74.700625,True,source,Mughalpura,,,,,,Mughalpura,52,4,False,False,2024-01-14 22:48:00+00:00,synthetic,,False,160,1,6400000.0,0.0,False
9000161,https://example.invalid/synthetic/9000161,4,True,"2.9 Marla House for Sale in Phase 2, Rehan Garden, Lahore","Phase 2, Rehan Garden, Lahore, Punjab, Pakistan",,5900000.0,5900000.0,2.9,marla,2.9,payload,3,4,Rehan Garden,31.751625,74.125377,31.751625,74.125377,True,source,Rehan Garden,Phase 2,2,,,,Rehan Garden > Phase 2,48,14,False,False,2024-06-14 10:34:09+00:00,synthetic,,False,161,1,5900000.0,0.0,False
9000162,https://example.invalid/synthetic/9000162,4,True,"4.5 Marla House for Sale in Palm City, Lahore","Palm City, Lahore, Punjab, Pakistan",,19300000.0,19300000.0,4.5,marla,4.5,payload,3,4,Palm City,31.253009,74.456634,31.253009,74.456634,True,source,Palm City,,,,,,Palm City,29,19,False,False,2023-12-24 23:20:50+00:00,synthetic,,False,162,1,19300000.0,0.0,False
9000163,https://example.invalid/synthetic/9000163,4,True,"3.1 Marla House for Sale in Vital Homes Housing Scheme, Lahore","Vital Homes Housing Scheme, Lahore, Punjab, Pakistan",,12100000.0,12100000.0,3.1,marla,3.1,payload,3,3,Vital Homes Housing Scheme,31.448086,74.731287,31.448086,74.731287,True,source,Vital Homes Housing Scheme,,,,,,Vital Homes Housing Scheme,32,24,False,False,2024-08-27 03:49:21+00:00,synthetic,,False,163,1,12100000.0,0.0,False
9000164,https://example.invalid/synthetic/9000164,4,True,"9.7 Marla House for Sale in Divine Gardens, Lahore","Divine Gardens, Lahore, Punjab, Pakistan",,40300000.0,40300000.0,9.7,marla,9.7,payload,4,5,Divine Gardens,31.326224,74.69444,31.326224,74.69444,True,source,Divine Gardens,,,,,,Divine Gardens,57,17,False,False,2024-03-12 05:57:54+00:00,synthetic,,False,164,1,40300000.0,0.0,False
9000165,https://example.invalid/synthetic/9000165,4,True,"5.4 Marla House for Sale in Block P, Phase 11 - Rahbar, DHA, Lahore","Block P, Phase 11 - Rahbar, DHA, Lahore, Punjab, Pakistan",,24300000.0,24300000.0,5.4,marla,5.4,payload,3,4,DHA,31.324497,74.55999,31.324497,74.55999,True,source,DHA,Phase 11 - Rahbar,11,,Block P,,DHA > Phase 11 - Rahbar > Block P,29,5,False,False,2023-10-06 03:48:06+00:00,synthetic,,False,165,1,24300000.0,0.0,False
9000166,https://example.invalid/synthetic/9000166,4,True,"58.5 Marla House for Sale in Model Town, Lahore","Model Town, Lahore, Punjab, Pakistan",,207700000.0,207700000.0,58.5,marla,58.5,payload,6,6,Model Town,31.616302,74.008176,31.616302,74.008176,True,source,Model Town,,,,,,Model Town,39,24,False,False,2024-02-07 19:39:41+00:00,synthetic,,False,166,1,207700000.0,0.0,False
9000167,https://example.invalid/synthetic/9000167,4,True,"2.9 Marla House for Sale in Vital Homes Housing Scheme, Lahore","Vital Homes Housing Scheme, Lahore, Punjab, Pakistan",,13300000.0,13300000.0,2.9,marla,2.9,payload,3,3,Vital Homes Housing Scheme,31.227412,74.005721,31.227412,74.005721,True,source,Vital Homes Housing Scheme,,,,,,Vital Homes Housing Scheme,39,8,False,False,2024-08-01 09:52:04+00:00,synthetic,,False,167,1,13300000.0,0.0,False
9000168,https://example.invalid/synthetic/9000168,4,True,"18.3 Marla House for Sale in Block W, Phase 3, DHA, Lahore","Block W, Phase 3, DHA, Lahore, Punjab, Pakistan",,94000000.0,94000000.0,18.3,marla,18.3,payload,5,6,DHA,31.551895,74.524438,31.551895,74.524438,True,source,DHA,Phase 3,3,,Block W,,DHA > Phase 3 > Block W,8,25,False,False,2023-10-09 23:34:48+00:00,synthetic,,False,168,1,94000000.0,0.0,False
9000169,https://example.invalid/synthetic/9000169,4,True,"3.2 Marla House for Sale in Phase 2, Hamza Town, Lahore","Phase 2, Hamza Town, Lahore, Punjab, Pakistan",,6100000.0,6100000.0,3.2,marla,3.2,payload,3,3,Hamza Town,31.608577,74.165696,31.608577,74.165696,True,source,Hamza Town,Phase 2,2,,,,Hamza Town > Phase 2,13,25,False,False,2024-05-15 23:11:48+00:00,synthetic,,False,169,1,6100000.0,0.0,False
9000170,https://example.invalid/synthetic/9000170,4,True,"3.3 Marla House for Sale in Al-Ahmad Garden, Lahore","Al-Ahmad Garden, Lahore, Punjab, Pakistan",,11600000.0,11600000.0,3.3,marla,3.3,payload,2,2,Al-Ahmad Garden,31.667334,74.006365,31.667334,74.006365,True,source,Al-Ahmad Garden,,,,,,Al-Ahmad Garden,35,22,False,False,2024-01-20 15:50:37+00:00,synthetic,,False,170,1,11600000.0,0.0,False
9000171,https://example.invalid/synthetic/9000171,4,True,"3.2 Marla House for Sale in Phase 2, Al-Kabir Town, Lahore","Phase 2, Al-Kabir Town, Lahore, Punjab, Pakistan",,9900000.0,9900000.0,3.2,marla,3.2,payload,3,4,Al-Kabir Town,31.43812,74.553894,31.43812,74.553894,True,source,Al-Kabir Town,Phase 2,2,,,,Al-Kabir Town > Phase 2,41,16,False,False,2024-06-29 05:30:21+00:00,synthetic,,False,171,1,9900000.0,0.0,False
9000172,https://example.invalid/synthetic/9000172,4,True,"3.1 Marla House for Sale in Qazi Town, Lahore","Qazi Town, Lahore, Punjab, Pakistan",,7400000.0,7400000.0,3.1,marla,3.1,payload,3,3,Qazi Town,31.726624,73.9564,31.726624,73.9564,True,source,Qazi Town,,,,,,Qazi Town,0,18,False,False,2023-09-13 12:55:02+00:00,synthetic,,False,172,1,7400000.0,0.0,False
9000173,https://example.invalid/synthetic/9000173,4,True,"9.9 Marla House for Sale in Cavalry Ground Extension, Lahore","Cavalry Ground Extension, Lahore, Punjab, Pakistan",,67500000.0,67500000.0,9.9,marla,9.9,payload,4,4,Cavalry Ground Extension,31.183101,74.473415,31.183101,74.473415,True,source,Cavalry Ground Extension,,,,,,Cavalry Ground Extension,14,23,False,False,2023-11-18 23:19:41+00:00,synthetic,,False,173,1,67500000.0,0.0,False
9000174,https://example.invalid/synthetic/9000174,4,True,"5.1 Marla House for Sale in Phase 9 - Town, DHA, Lahore","Phase 9 - Town, DHA, Lahore, Punjab, Pakistan",,19000000.0,19000000.0,5.1,marla,5.1,payload,3,4,DHA,31.756533,74.161608,31.756533,74.161608,True,source,DHA,Phase 9 - Town,9,,,,DHA > Phase 9 - Town,53,29,False,False,2024-08-20 07:51:01+00:00,synthetic,,False,174,1,19000000.0,0.0,False
9000175,https://example.invalid/synthetic/9000175,4,True,"41.4 Marla House for Sale in Phase 4, DHA, Lahore","Phase 4, DHA, Lahore, Punjab, Pakistan",,365300000.0,365300000.0,41.4,marla,41.4,payload,5,6,DHA,31.576237,74.463682,31.576237,74.463682,True,source,DHA,Phase 4,4,,,,DHA > Phase 4,47,12,False,False,2024-06-20 03:20:44+00:00,synthetic,,False,175,1,365300000.0,0.0,False
9000176,https://example.invalid/synthetic/9000176,4,True,"11 Marla House for Sale in Eden Avenue, Lahore","Eden Avenue, Lahore, Punjab, Pakistan",,36700000.0,36700000.0,11.0,marla,11.0,payload,3,3,Eden Avenue,31.60927,73.993651,31.60927,73.993651,True,source,Eden Avenue,,,,,,Eden Avenue,42,3,False,False,2024-05-10 00:13:03+00:00,synthetic,,False,176,1,36700000.0,0.0,False
9000177,https://example.invalid/synthetic/9000177,4,True,"9.3 Marla House for Sale in Block M, Model Town, Lahore","Block M, Model Town, Lahore, Punjab, Pakistan",,32900000.0,32900000.0,9.3,marla,9.3,payload,7,6,Model Town,31.601345,74.729059,31.601345,74.729059,True,source,Model Town,,,,Block M,,Model Town > Block M,47,29,False,False,2023-11-20 00:50:05+00:00,synthetic,,False,177,1,32900000.0,0.0,False
9000178,https://example.invalid/synthetic/9000178,4,True,"2.7 Marla House for Sale in Khuda Buksh Colony, Lahore","Khuda Buksh Colony, Lahore, Punjab, Pakistan",,14300000.0,14300000.0,2.7,marla,2.7,payload,3,3,Khuda Buksh Colony,31.630734,74.52065,31.630734,74.52065,True,source,Khuda Buksh Colony,,,,,,Khuda Buksh Colony,30,11,False,False,2024-05-08 00:14:16+00:00,synthetic,,False,178,1,14300000.0,0.0,False
9000179,https://example.invalid/synthetic/9000179,4,True,"21.3 Marla House for Sale in Punjab Co-Operative Housing Society, Lahore","Punjab Co-Operative Housing Society, Lahore, Punjab, Pakistan",,47600000.0,47600000.0,21.3,marla,21.3,payload,6,6,Punjab Co-Operative Housing Society,31.330883,74.502682,31.330883,74.502682,True,source,Punjab Co-Operative Housing Society,,,,,,Punjab Co-Operative Housing Society,10,14,False,False,2023-09-21 02:44:47+00:00,synthetic,,False,179,1,47600000.0,0.0,False
9000180,https://example.invalid/synthetic/9000180,4,True,"37 Marla House for Sale in Block J, Phase 6, DHA, Lahore","Block J, Phase 6, DHA, Lahore, Punjab, Pakistan",,178500000.0,178500000.0,37.0,marla,37.0,payload,6,6,DHA,31.295196,74.70315,31.295196,74.70315,True,source,DHA,Phase 6,6,,Block J,,DHA > Phase 6 > Block J,39,12,False,False,2023-10-29 03:26:39+00:00,synthetic,,False,180,1,178500000.0,0.0,False
9000181,https://example.invalid/synthetic/9000181,4,True,"3.2 Marla House for Sale in Cavalry Ground Extension, Lahore","Cavalry Ground Extension, Lahore, Punjab, Pakistan",,13500000.0,13500000.0,3.2,marla,3.2,payload,3,4,Cavalry Ground Extension,31.273983,74.255705,31.273983,74.255705,True,source,Cavalry Ground Extension,,,,,,Cavalry Ground Extension,56,1,False,False,2024-06-13 02:33:51+00:00,synthetic,,False,181,1,13500000.0,0.0,False
9000182,https://example.invalid/synthetic/9000182,4,True,"10 Marla House for Sale in Wapda Town, Lahore","Wapda Town, Lahore, Punjab, Pakistan",,39700000.0,39700000.0,10.0,marla,10.0,payload,5,5,Wapda Town,31.459034,74.541829,31.459034,74.541829,True,source,Wapda Town,,,,,,Wapda Town,27,4,False,False,2024-01-17 15:30:58+00:00,synthetic,,False,182,1,39700000.0,0.0,False
9000183,https://example.invalid/synthetic/9000183,4,True,"3.6 Marla House for Sale in Lahore Medical Housing Society, Lahore","Lahore Medical Housing Society, Lahore, Punjab, Pakistan",,13900000.0,13900000.0,3.6,marla,3.6,payload,3,4,Lahore Medical Housing Society,31.308228,74.365181,31.308228,74.365181,True,source,Lahore Medical Housing Society,,,,,,Lahore Medical Housing Society,41,13,False,False,2024-08-20 01:56:44+00:00,synthetic,,False,183,1,13900000.0,0.0,False
